,density,cp,qs1CO2,qs2CO2,b01CO2,b02CO2,H1CO2,H2CO2,qs1N2,qs2N2,b01N2,b02N2,H1N2,H2N2,material,Forcefield
123,535.8706922,761.6520648,20,16.30178,6.154190E-06,1.942440E-06,35480.30249,32220.0564,20,16.30178,1.41577E-04,1.41577E-04,10151.57607,10151.57607,xao+N391+N320+E212+E50+E212,DRE_DDEC
124,522.9986965,743.7220485,18.05218,20,1.284020E-05,2.019650E-06,31685.19791,31575.44879,18.05218,20,2.20540E-04,2.20540E-04,8802.92102,8802.92102,xao+N391+N320+E50+E19+E50,DRE_DDEC
125,559.242241,729.5643565,10.4178,20,6.732410E-06,4.807350E-06,34584.644,30791.39018,10.4178,20,1.89846E-04,1.89846E-04,9144.54832,9144.54832,xao+N391+N320+E50+E51+E212,DRE_DDEC
126,594.6278575,721.5781989,9.9188,20,5.796320E-06,4.961050E-06,35068.25031,30457.32796,9.9188,20,2.04971E-04,2.04971E-04,8899.89467,8899.89467,xao+N391+N320+E50+E51+E51,DRE_DDEC
127,518.3440323,580.9160699,7.19598,20,9.291340E-06,3.307220E-06,32503.85535,29365.75161,7.19598,20,1.51758E-04,1.51758E-04,8929.93905,8929.93905,xbq+N14+N320+N495+E51+E51,DRE_DDEC
128,585.1550222,966.6673249,0.61964,0.20024,2.999440E-07,2.833620E-18,39912.88977,20000.00001,0.61964,0.20024,3.05121E-07,3.05121E-07,23559.55503,23559.55503,yav-d+N475+N492+E212+E212,DRE_DDEC
129,599.6531307,617.5808096,11.20731,20,3.087270E-05,1.542430E-06,33756.21064,33756.21064,11.20731,20,8.41491E-05,8.41491E-05,11626.97196,11626.97196,idp+N395+N320+N646+E50+E44,DRE_DDEC
130,624.2221519,699.7834562,10.5012,20,1.395560E-05,1.849920E-06,30921.56642,30921.56642,10.5012,20,1.74217E-04,1.74217E-04,8839.7804,8839.7804,pdp+N320+N691+N153+E51+E44,DRE_DDEC
131,626.1138877,719.0092809,8.0392,20,9.483950E-06,2.712670E-06,34627.05681,31973.03732,8.0392,20,1.59339E-04,1.59339E-04,9689.55157,9689.55157,pdp+N320+N691+N256+E50+E51,DRE_DDEC
132,621.7134538,745.4325169,13.51631,20,1.140200E-05,1.490700E-06,33314.81129,32563.93198,13.51631,20,1.04616E-04,1.04616E-04,10637.16812,10637.16812,pdp+N320+N691+N624+E50+E212,DRE_DDEC
133,639.2155499,766.3950995,0.6937,9.47E-34,9.012800E-08,1.743590E-14,43143.64476,20000.01835,0.6937,9.47E-34,1.00254E-06,1.00254E-06,18200.83365,18200.83365,sto+N499+N388+E51+E51+E212,DRE_DDEC
134,522.6926922,704.4818821,19.66666,20,1.048330E-05,2.477570E-06,30268.58035,30001.31492,19.66666,20,1.46047E-04,1.46047E-04,9078.12518,9078.12518,ylf+N123+N320+E105+E44+E212,DRE_DDEC
135,825.7220096,708.5470891,12.39937,20,4.220200E-06,3.260150E-06,36807.15325,31504.40349,12.39937,20,1.18822E-04,1.18822E-04,10614.85075,10614.85075,ylf+N123+N320+E105+E50+E51,DRE_DDEC
136,617.4784226,712.7019033,14.07733,10.51055,4.245250E-06,9.898110E-07,37721.67033,34352.20281,14.07733,10.51055,1.14583E-04,1.14583E-04,10639.91357,10639.91357,ylf+N123+N320+E127+E51+E212,DRE_DDEC
137,673.7092281,723.3375409,13.86334,19.78298,6.508740E-06,2.974060E-06,34236.11939,31335.10742,13.86334,19.78298,1.44530E-04,1.44530E-04,9821.64912,9821.64912,ylf+N123+N320+E13+E44+E171,DRE_DDEC
138,479.4940007,717.4539417,19.14878,14.57191,6.003220E-06,2.003200E-06,34053.61927,31713.16384,19.14878,14.57191,1.16093E-04,1.16093E-04,10307.39343,10307.39343,ylf+N123+N320+E13+E44+E212,DRE_DDEC
139,617.9717232,710.7413735,16.11258,10.04092,4.520230E-06,5.271280E-07,37176.14971,35390.88864,16.11258,10.04092,1.26786E-04,1.26786E-04,10369.16107,10369.16107,ylf+N123+N320+E18+E51+E212,DRE_DDEC
140,668.7989034,703.6344026,14.78495,10.19128,4.355970E-06,9.945510E-07,37368.41669,34071.31461,14.78495,10.19128,1.15918E-04,1.15918E-04,10604.17533,10604.17533,ylf+N123+N320+E18+E51+E51,DRE_DDEC
141,530.7989941,714.6230737,20,9.40694,5.188130E-06,1.749160E-06,34417.99039,32374.34925,20,9.40694,1.47503E-04,1.47503E-04,9809.13631,9809.13631,ylf+N123+N320+E212+E44+E51,DRE_DDEC
142,595.4971547,711.4917581,12.39941,10.95054,4.940800E-06,1.134070E-06,38027.13212,34324.7788,12.39941,10.95054,9.42333E-05,9.42333E-05,11388.08785,11388.08785,ylf+N123+N320+E48+E51+E51,DRE_DDEC
143,441.745765,704.009433,20,9.08724,5.624370E-06,1.248440E-06,34396.35035,33292.2939,20,9.08724,1.35961E-04,1.35961E-04,9975.11971,9975.11971,ylf+N123+N320+E51+E44+E51,DRE_DDEC
144,495.9635192,715.4299286,14.01684,10.32511,5.729850E-06,4.133940E-07,38439.2281,37682.18621,14.01684,10.32511,8.44253E-05,8.44253E-05,11837.5549,11837.5549,ylf+N123+N320+E51+E50+E51,DRE_DDEC
145,498.5154468,700.4923286,10.72117,10.30082,6.071020E-06,7.645580E-07,38056.93014,36637.25843,10.72117,10.30082,9.08671E-05,9.08671E-05,11407.20724,11407.20724,ylf+N123+N320+E51+E51+E51,DRE_DDEC
146,542.9032696,751.8790927,2.71367,20,9.609210E-06,4.340760E-06,36180.70769,32200.3781,2.71367,20,1.41652E-04,1.41652E-04,9919.66609,9919.66609,zbs+N320+N242+E51+E51+E51,DRE_DDEC
147,400.0642648,724.380882,15.8673,20,1.205750E-05,1.688400E-06,33689.7651,33689.7651,15.8673,20,9.09437E-05,9.09437E-05,11135.48708,11135.48708,zbs+N320+N391+E19+E131+E50,DRE_DDEC
148,484.2474783,734.3484584,14.51225,20,1.406950E-05,1.423050E-06,33796.10823,33796.10823,14.51225,20,8.85512E-05,8.85512E-05,11130.22055,11130.22055,zbs+N320+N391+E212+E131+E50,DRE_DDEC
149,472.0468169,715.9091678,13.25644,20,1.385030E-05,1.625870E-06,32328.43494,32328.43494,13.25644,20,8.78781E-05,8.78781E-05,10661.87381,10661.87381,zbs+N320+N391+E212+E131+E51,DRE_DDEC
150,527.5226464,755.3316881,12.32378,20,1.412410E-05,1.502370E-06,35257.70088,35257.70088,12.32378,20,9.63067E-05,9.63067E-05,11043.24498,11043.24498,zbs+N320+N391+E212+E212+E50,DRE_DDEC
151,544.0155133,732.0371033,10.03462,20,1.495490E-05,1.678290E-06,33901.54284,33901.54284,10.03462,20,1.04208E-04,1.04208E-04,10409.71995,10409.71995,zbs+N320+N391+E212+E212+E51,DRE_DDEC
152,543.1236091,710.2836958,12.94257,20,1.219450E-05,1.973260E-06,32521.87464,32521.87464,12.94257,20,9.58253E-05,9.58253E-05,10612.77291,10612.77291,zbs+N320+N391+E50+E131+E51,DRE_DDEC
153,528.0588346,749.7941424,12.56454,20,1.528700E-05,1.643760E-06,35320.82302,35320.82302,12.56454,20,1.16169E-04,1.16169E-04,10667.79981,10667.79981,zbs+N320+N391+E50+E212+E50,DRE_DDEC
154,628.8204668,727.1593791,10.41213,20,1.276240E-05,1.925290E-06,34366.67639,33656.69502,10.41213,20,1.12951E-04,1.12951E-04,10279.80678,10279.80678,zbs+N320+N391+E50+E212+E51,DRE_DDEC
155,590.0395631,623.4723697,8.83223,20,1.314560E-05,1.386950E-06,32206.31186,32206.31186,8.83223,20,1.23969E-04,1.23969E-04,9602.20761,9602.20761,zbs+N320+N391+E51+E185+E51,DRE_DDEC
156,592.0113085,720.7371846,9.08706,20,1.604470E-05,1.841780E-06,33631.05832,33631.05832,9.08706,20,1.00153E-04,1.00153E-04,10470.67521,10470.67521,zbs+N320+N391+E51+E212+E51,DRE_DDEC
157,548.2870636,714.5860292,9.21859,20,1.460470E-05,2.197640E-06,34038.27492,32996.19039,9.21859,20,1.06596E-04,1.06596E-04,10264.68072,10264.68072,zbs+N320+N391+E51+E50+E51,DRE_DDEC
158,599.2501778,708.4014037,8.3468,20,1.932670E-05,2.131290E-06,32953.73541,32953.73541,8.3468,20,1.09074E-04,1.09074E-04,10188.98966,10188.98966,zbs+N320+N391+E51+E51+E51,DRE_DDEC
159,614.5324301,647.0340809,15.48196,11.72761,5.178540E-06,5.178540E-06,30357.17769,30356.85854,15.48196,11.72761,1.48796E-04,1.48796E-04,9313.13414,9313.13414,zbs+N320+N482+E19+E185+E51,DRE_DDEC
160,680.7592061,748.2221646,5.02368,20,1.331050E-05,3.897150E-06,31824.65517,31824.65517,5.02368,20,1.48509E-04,1.48509E-04,9450.27392,9450.27392,zbs+N320+N482+E51+E51+E51,DRE_DDEC
161,693.348679,631.5381675,8.09624,17.0005,7.855680E-06,3.010280E-06,39907.75667,31391.88627,8.09624,17.0005,1.10321E-04,1.10321E-04,10673.52934,10673.52934,zrc+N320+N395+N21+E51+E51,DRE_DDEC
162,679.2000748,635.6963115,10.4046,20,2.691510E-05,1.153950E-06,33658.37898,33658.37898,10.4046,20,1.38487E-04,1.38487E-04,10039.48393,10039.48393,zrc+N320+N395+N380+E18+E50,DRE_DDEC
163,751.6836685,716.1575518,13.61742,20,1.167950E-05,1.543410E-06,32547.17986,32409.40628,13.61742,20,1.19803E-04,1.19803E-04,10261.38876,10261.38876,aea+N439+N358+N320+E19+E105,DRE_DDEC
164,763.9515194,728.2288567,10.67837,20,1.668340E-05,1.786950E-06,32799.7688,32799.7688,10.67837,20,1.19053E-04,1.19053E-04,10368.89641,10368.89641,aea+N439+N358+N320+E212+E105,DRE_DDEC
165,712.9952145,699.05129,20,17.59636,4.874260E-06,4.569980E-06,33420.18565,27764.71492,20,17.59636,1.91320E-04,1.91320E-04,8668.97945,8668.97945,aea+N439+N712+N320+E105+E105,DRE_DDEC
166,676.6926203,717.5478365,12.42731,20,7.546190E-06,2.647200E-06,35799.11146,32293.69114,12.42731,20,1.17244E-04,1.17244E-04,10612.98464,10612.98464,aea+N439+N712+N320+E19+E105,DRE_DDEC
167,564.7309601,725.7713694,6.65015,17.609,4.908950E-06,3.202830E-06,41338.43221,32853.93032,6.65015,17.609,1.18539E-04,1.18539E-04,10783.72876,10783.72876,anh+N14+N320+E51,DRE_DDEC
168,635.781095,698.4738854,7.69808,18.14124,3.739720E-06,3.739720E-06,39348.98465,30937.36437,7.69808,18.14124,1.45120E-04,1.45120E-04,9972.21702,9972.21702,ant+N320+N37+E51,DRE_DDEC
169,618.9975893,747.2632005,7.60934,20,1.013200E-05,2.106330E-06,33781.94872,31006.23974,7.60934,20,1.68476E-04,1.68476E-04,8717.69341,8717.69341,apo+N18+N14+E51,DRE_DDEC
170,530.0717737,776.7150272,11.34897,19.36161,5.125560E-06,2.214940E-06,40579.94776,34008.99247,11.34897,19.36161,9.99243E-05,9.99243E-05,11051.43906,11051.43906,apo+N320+N14+E212,DRE_DDEC
171,2221.572414,742.8656508,20,20,1.092530E-05,8.922980E-07,34700.63832,34700.63832,20,20,8.57566E-05,8.57566E-05,11094.80097,11094.80097,apo+N320+N14+E44,DRE_DDEC
172,2476.545387,725.3302574,11.31904,17.42042,2.961170E-06,2.559510E-06,40004.41076,32911.32559,11.31904,17.42042,1.09332E-04,1.09332E-04,10284.45802,10284.45802,apo+N320+N14+E51,DRE_DDEC
173,504.8285216,729.1211515,8.87927,19.81084,6.956890E-06,2.669240E-06,39430.81353,32905.55295,8.87927,19.81084,9.95936E-05,9.95936E-05,10759.90974,10759.90974,apo+N320+N15+E51,DRE_DDEC
174,535.2844455,627.7182609,4.83222,17.98954,6.577650E-06,3.218320E-06,41466.45878,33702.46596,4.83222,17.98954,8.69112E-05,8.69112E-05,11589.85154,11589.85154,apo+N320+N400+E51,DRE_DDEC
175,608.3800018,758.003943,5.76982,13.29065,7.185790E-06,2.018140E-06,39220.20857,35325.41321,5.76982,13.29065,1.54645E-04,1.54645E-04,10075.51502,10075.51502,asc+N320+N14+N223+E51+E51,DRE_DDEC
176,615.2948919,784.3682825,5.14056,20,1.112750E-05,2.733370E-06,38014.75515,33136.1142,5.14056,20,8.50210E-05,8.50210E-05,11501.21166,11501.21166,asc+N320+N14+N3+E51+E50,DRE_DDEC
177,624.7610456,756.7924086,4.37219,20,1.394800E-05,2.531140E-06,36053.00237,32266.02579,4.37219,20,1.83130E-04,1.83130E-04,8962.13036,8962.13036,asc+N320+N14+N3+E51+E51,DRE_DDEC
178,428.8291786,604.23135,13.2024,20,1.255690E-05,1.809010E-06,29686.24809,29686.24809,13.2024,20,1.29618E-04,1.29618E-04,8919.86411,8919.86411,asp+N395+N206+N320+E212+E50,DRE_DDEC
179,441.7896784,588.0500379,9.59008,20,1.427530E-05,1.714730E-06,30272.07023,30272.07023,9.59008,20,1.33274E-04,1.33274E-04,9026.31322,9026.31322,asp+N395+N206+N320+E51+E50,DRE_DDEC
180,396.93773,605.9895659,10.73967,20,1.243960E-05,1.480950E-06,30583.17791,30583.17791,10.73967,20,1.54797E-04,1.54797E-04,8701.86922,8701.86922,asp+N395+N254+N320+E212+E50,DRE_DDEC
181,445.4880968,593.5399698,12.28777,20,1.201270E-05,1.596170E-06,30276.38349,30276.38349,12.28777,20,1.32871E-04,1.32871E-04,9043.80336,9043.80336,asp+N395+N254+N320+E50+E50,DRE_DDEC
182,451.3352747,589.5390957,7.36582,20,1.533950E-05,1.237110E-06,31783.43217,31783.43217,7.36582,20,1.48034E-04,1.48034E-04,9004.49047,9004.49047,asp+N395+N254+N320+E51+E50,DRE_DDEC
183,495.892276,601.3324215,9.6261,20,1.180170E-05,1.284380E-06,30892.17751,30892.17751,9.6261,20,1.71097E-04,1.71097E-04,8445.83267,8445.83267,asp+N395+N572+N320+E50+E50,DRE_DDEC
184,477.2390496,598.4916572,9.7004,20,1.081910E-05,1.303570E-06,30632.913,30632.913,9.7004,20,1.68899E-04,1.68899E-04,8284.85371,8284.85371,asp+N395+N572+N320+E51+E50,DRE_DDEC
185,537.1717067,754.8287132,17.93846,20,9.740310E-06,7.831670E-07,32779.76031,32779.76031,17.93846,20,1.42505E-04,1.42505E-04,9556.95821,9556.95821,asp+N398+N391+N320+E50+E50,DRE_DDEC
186,605.4925273,755.4497838,17.74076,20,1.036440E-05,8.039660E-07,32836.30571,32836.30571,17.74076,20,1.45008E-04,1.45008E-04,9542.23081,9542.23081,asp+N697+N391+N320+E50+E50,DRE_DDEC
187,493.3725936,807.047432,0.39422,0.07536,8.462890E-06,1.360520E-09,50000,44323.63329,0.39422,0.07536,3.80105E-08,3.80105E-08,24411.77238,24411.77238,bco+N223+N223+E185+E184+E171,DRE_DDEC
188,480.6035263,670.6884617,0.34326,0.36064,1.732000E-06,2.011410E-07,50000,38348.87658,0.34326,0.36064,3.41783E-06,3.41783E-06,19366.81663,19366.81663,cap+N306+E212,DRE_DDEC
189,541.4887905,729.5681522,15.87073,16.44765,3.993450E-06,3.895680E-06,38299.39181,29428.11301,15.87073,16.44765,1.61104E-04,1.61104E-04,9622.73224,9622.73224,cdj+N320+N14+E44+E51,DRE_DDEC
190,612.6727468,911.5892807,0.36384,0.37138,2.222520E-04,4.995330E-08,47921.01956,47919.8015,0.36384,0.37138,3.64380E-07,3.64380E-07,21958.01103,21958.01103,cds-b+N330+N461+E171,DRE_DDEC
191,571.7025004,583.8066199,7.66263,7.52163,3.168000E-06,3.168000E-06,35245.75172,35245.75172,7.66263,7.52163,1.01864E-04,1.01864E-04,11341.22526,11341.22526,cot+N221+N171+N346+E19+E105,DRE_DDEC
192,553.6091039,593.3919971,13.69223,0.68984,1.077600E-06,1.077600E-06,38708.9735,32001.28541,13.69223,0.68984,1.14316E-04,1.14316E-04,11205.23017,11205.23017,cot+N221+N171+N581+E19+E105,DRE_DDEC
193,620.8077009,875.4239671,11.66416,20,1.586890E-05,1.407850E-06,32144.47733,32144.47733,11.66416,20,1.38362E-04,1.38362E-04,9772.17685,9772.17685,dmc+N320+N62+E212+E51,DRE_DDEC
194,478.3430361,714.3765404,20,20,9.942430E-06,1.237820E-06,31381.55542,31381.55542,20,20,2.38100E-04,2.38100E-04,8080.0034,8080.0034,dnq+N276+N35+N320+E19+E105,DRE_DDEC
195,435.8257413,611.780893,4.13287,16.52887,1.959240E-05,4.511760E-06,39051.81464,31649.58245,4.13287,16.52887,1.16515E-04,1.16515E-04,10407.31615,10407.31615,dnq+N395+N530+N320+E51+E51,DRE_DDEC
196,452.9338616,702.1926232,6.49353,15.79843,5.124090E-06,1.842230E-06,38854.76889,35287.87179,6.49353,15.79843,1.04313E-04,1.04313E-04,11102.94217,11102.94217,epu+N452+N221+N18+E51+E105,DRE_DDEC
197,537.7399148,700.8404259,4.24304,20,6.779880E-06,3.071240E-06,36480.07939,32840.04434,4.24304,20,1.17469E-04,1.17469E-04,10257.82091,10257.82091,epu+N56+N221+N18+E51+E105,DRE_DDEC
198,422.7088254,777.6101109,10.20434,20,1.491410E-05,1.748560E-06,37266.24959,34371.71636,10.20434,20,9.93480E-05,9.93480E-05,11352.45568,11352.45568,fly+N14+N320+E13+E127+E199,DRE_DDEC
199,476.3251405,775.0599665,9.51098,20,1.827720E-05,1.165770E-06,36024.01962,34647.03958,9.51098,20,9.97129E-05,9.97129E-05,11281.42804,11281.42804,fly+N14+N320+E130+E127+E202,DRE_DDEC
200,454.2845989,784.4570914,14.29623,20,1.309120E-05,7.797190E-07,34283.06039,34283.06039,14.29623,20,1.05383E-04,1.05383E-04,10680.91245,10680.91245,fly+N14+N320+E147+E127+E199,DRE_DDEC
201,504.7847845,769.38377,9.03379,20,1.256330E-05,1.363830E-06,37221.65333,34725.29874,9.03379,20,1.06246E-04,1.06246E-04,11134.38219,11134.38219,fly+N14+N320+E149+E127+E202,DRE_DDEC
202,592.2246245,786.5134645,15.14248,20,1.173920E-05,6.996100E-07,34175.88521,34175.88521,15.14248,20,1.27066E-04,1.27066E-04,10217.3527,10217.3527,fly+N14+N320+E150+E127+E199,DRE_DDEC
203,619.0882636,737.895772,6.68111,20,3.229240E-05,1.377780E-06,35632.41527,35540.37795,6.68111,20,8.73670E-05,8.73670E-05,11620.66195,11620.66195,fly+N634+N320+E105+E50+E199,DRE_DDEC
204,629.814049,534.7751349,0.96303,7.56523,3.419470E-06,3.419470E-06,41408.11638,33096.49365,0.96303,7.56523,1.53248E-04,1.53248E-04,10078.52048,10078.52048,fse+N395+N541+E51+E44,DRE_DDEC
205,589.4824128,940.1101985,0.64997,0.62869,8.258650E-08,8.258610E-08,48012.95288,48012.95215,0.64997,0.62869,1.92216E-06,1.92216E-06,19384.26017,19384.26017,fsg+N62+N244+E105+E171+E13,DRE_DDEC
206,589.2461761,629.4374267,11.50494,20,1.246780E-05,1.736760E-06,30282.94181,30282.94181,11.50494,20,1.36668E-04,1.36668E-04,9036.31856,9036.31856,gra+N320+N172+E51+E185,DRE_DDEC
207,616.6370613,719.9570793,10.47837,18.35846,7.811220E-06,3.642360E-06,32337.16222,30759.38236,10.47837,18.35846,1.72407E-04,1.72407E-04,8629.63387,8629.63387,gra+N320+N172+E51+E51,DRE_DDEC
208,626.0901049,748.5651217,20,20,8.695450E-06,2.693150E-06,30164.18232,30164.18232,20,20,1.12083E-04,1.12083E-04,9739.84312,9739.84312,gra+N320+N300+E50+E51,DRE_DDEC
209,631.9985119,748.3546094,20,20,8.850290E-06,1.851750E-06,31563.14985,31563.14985,20,20,1.67609E-04,1.67609E-04,9048.64731,9048.64731,gra+N320+N391+E50+E13,DRE_DDEC
210,683.9191617,642.5274464,16.49758,20,1.136180E-05,1.042560E-06,32085.51548,32085.51548,16.49758,20,1.49623E-04,1.49623E-04,9184.14882,9184.14882,gra+N320+N391+E50+E185,DRE_DDEC
211,768.0248871,712.8354748,15.87725,20,9.933520E-06,9.603340E-07,32703.09059,32703.09059,15.87725,20,9.07133E-05,9.07133E-05,10441.32892,10441.32892,gra+N320+N391+E51+E51,DRE_DDEC
212,567.6864041,764.5277443,20,19.04811,4.411690E-06,4.411690E-06,29533.59605,29533.59605,20,19.04811,1.75254E-04,1.75254E-04,8239.83652,8239.83652,gra+N320+N572+E50+E212,DRE_DDEC
213,613.668183,729.8269604,19.87007,9.32531,6.147270E-06,6.147270E-06,29223.42659,27885.25706,19.87007,9.32531,1.86589E-04,1.86589E-04,8115.72272,8115.72272,gra+N320+N572+E51+E212,DRE_DDEC
214,603.0585746,716.2917849,16.67313,20,8.831120E-06,1.421250E-06,29732.67513,29732.67513,16.67313,20,1.52242E-04,1.52242E-04,8343.54555,8343.54555,gra+N320+N651+E51+E51,DRE_DDEC
215,651.0237942,741.6759035,20,20,9.858170E-06,1.265230E-06,31491.46161,31491.46161,20,20,1.98477E-04,1.98477E-04,8491.31874,8491.31874,hms+N320+N391+E19+E212,DRE_DDEC
216,787.8145582,724.4381398,20,20,1.074800E-05,1.121760E-06,32167.35822,32167.35822,20,20,1.73118E-04,1.73118E-04,8860.28486,8860.28486,hms+N320+N391+E19+E51,DRE_DDEC
217,594.6932735,775.7966484,10.51264,20,1.315580E-05,1.007530E-06,36272.63972,34269.17965,10.51264,20,1.84254E-04,1.84254E-04,9497.34937,9497.34937,hms+N320+N391+E212+E212,DRE_DDEC
218,618.5848166,764.8286961,13.5839,20,9.860300E-06,1.159860E-06,35610.6906,33461.80459,13.5839,20,1.45840E-04,1.45840E-04,9864.63618,9864.63618,hms+N320+N391+E212+E50,DRE_DDEC
219,724.2362922,747.8329137,20,20,9.614110E-06,7.507000E-07,34511.42159,34511.42159,20,20,1.12862E-04,1.12862E-04,10423.78354,10423.78354,hms+N320+N391+E50+E127,DRE_DDEC
220,533.261162,749.3656658,17.69762,20,6.185690E-06,1.180560E-06,36785.7791,33127.45061,17.69762,20,1.40941E-04,1.40941E-04,9840.08717,9840.08717,hms+N320+N391+E50+E212,DRE_DDEC
221,589.2351336,733.8774054,15.92921,20,7.590170E-06,1.417190E-06,36338.03305,32932.07745,15.92921,20,1.08319E-04,1.08319E-04,10627.25025,10627.25025,hms+N320+N391+E50+E51,DRE_DDEC
222,611.5245837,713.2039126,11.11384,20,7.065370E-06,2.429300E-06,34995.04919,30723.15616,11.11384,20,1.47139E-04,1.47139E-04,9415.62774,9415.62774,hms+N320+N391+E51+E50,DRE_DDEC
223,609.632995,750.0720963,12.22246,20,1.419130E-05,9.543760E-07,32684.11284,32684.11284,12.22246,20,1.84255E-04,1.84255E-04,8811.33491,8811.33491,hms+N320+N391+E51+E79,DRE_DDEC
224,618.924991,726.2020901,3.3125,18.85986,5.440480E-06,3.914630E-06,41949.53123,32423.42333,3.3125,18.85986,1.39875E-04,1.39875E-04,9961.38754,9961.38754,hww+N446+N320+E212+E51,DRE_DDEC
225,576.4823966,753.1913039,9.19219,20,8.578960E-06,2.289800E-06,36692.81992,34164.74875,9.19219,20,1.24035E-04,1.24035E-04,10719.78086,10719.78086,hww+N599+N320+E14+E50,DRE_DDEC
226,600.124382,786.7594395,3.77731,20,3.391700E-05,3.247370E-06,38149.07522,33928.81778,3.77731,20,1.15325E-04,1.15325E-04,11129.12181,11129.12181,hww+N599+N320+E151+E212,DRE_DDEC
227,682.2668866,757.0374224,8.68055,20,1.308050E-05,1.807940E-06,35920.6905,34543.51238,8.68055,20,8.07876E-05,8.07876E-05,11809.26559,11809.26559,hww+N599+N320+E171+E50,DRE_DDEC
228,607.3749282,725.9045598,2.75198,19.96226,7.342010E-06,3.888530E-06,39783.09133,33111.19145,2.75198,19.96226,1.52535E-04,1.52535E-04,9844.86614,9844.86614,hww+N599+N320+E171+E51,DRE_DDEC
229,683.2094582,722.8780773,2.78758,19.06599,2.841600E-05,3.360170E-06,38857.85522,33549.18508,2.78758,19.06599,1.13608E-04,1.13608E-04,10617.24063,10617.24063,hww+N599+N320+E19+E51,DRE_DDEC
230,567.9275867,755.4292516,10.57498,20,5.538990E-06,3.018960E-06,36783.08033,32967.67925,10.57498,20,8.63095E-05,8.63095E-05,11457.50336,11457.50336,hww+N599+N320+E199+E50,DRE_DDEC
231,551.5753411,724.6273891,4.35667,20,8.257350E-06,3.421620E-06,37057.08738,32699.79291,4.35667,20,1.32650E-04,1.32650E-04,9992.29925,9992.29925,hww+N599+N320+E199+E51,DRE_DDEC
232,1398.596992,782.3597025,4.06407,20,1.019810E-04,2.992610E-06,36504.71064,34551.06323,4.06407,20,9.45649E-05,9.45649E-05,11490.50686,11490.50686,hww+N599+N320+E212+E212,DRE_DDEC
233,513.9137512,755.8797361,5.80197,20,3.161700E-05,1.996530E-06,36407.61907,35424.67353,5.80197,20,9.65942E-05,9.65942E-05,11613.12172,11613.12172,hww+N599+N320+E212+E50,DRE_DDEC
234,546.5701675,725.5332543,3.29883,18.44355,1.419750E-05,3.587270E-06,39767.04813,33257.40039,3.29883,18.44355,1.33914E-04,1.33914E-04,10175.9995,10175.9995,hww+N599+N320+E212+E51,DRE_DDEC
235,498.3599812,754.2269283,7.525,20,1.550980E-05,2.065920E-06,37117.01109,34770.40154,7.525,20,8.86470E-05,8.86470E-05,11661.8289,11661.8289,hww+N599+N320+E50+E50,DRE_DDEC
236,1821.451634,722.4687947,3.07568,18.91404,1.402710E-05,3.188200E-06,40176.04618,33495.75286,3.07568,18.91404,1.42616E-04,1.42616E-04,9961.07034,9961.07034,hww+N599+N320+E50+E51,DRE_DDEC
237,649.6482426,733.766405,3.15946,19.13466,6.735410E-06,3.559590E-06,41508.57685,33574.30124,3.15946,19.13466,1.08278E-04,1.08278E-04,10775.75224,10775.75224,hww+N599+N320+E79+E51,DRE_DDEC
238,435.8376307,776.9364062,9.63028,18.71532,1.264830E-05,2.070270E-06,38654.82962,33733.98709,9.63028,18.71532,1.06673E-04,1.06673E-04,11103.32282,11103.32282,hwx+N14+N320+E212,DRE_DDEC
239,631.5767767,726.0676153,7.99612,17.57575,9.929950E-06,3.096130E-06,38778.26892,32825.86472,7.99612,17.57575,1.04605E-04,1.04605E-04,10985.81269,10985.81269,hwx+N14+N320+E51,DRE_DDEC
240,442.4985713,743.4399094,15.12616,20,1.244520E-05,1.030630E-06,33418.15035,33418.15035,15.12616,20,1.18287E-04,1.18287E-04,10456.51865,10456.51865,hwx+N220+N320+E127,DRE_DDEC
241,466.9000725,664.7034374,6.90581,18.70303,5.098890E-06,3.937720E-06,39976.27723,32424.10201,6.90581,18.70303,8.95601E-05,8.95601E-05,11456.94239,11456.94239,hwx+N400+N320+E212,DRE_DDEC
242,511.6593777,732.745678,20,20,6.235250E-06,3.339710E-06,30412.97168,30412.97168,20,20,1.08183E-04,1.08183E-04,10027.18071,10027.18071,hyb+N599+N320+E19+E50+E50,DRE_DDEC
243,604.9230255,758.2109732,15.1995,20,9.131840E-06,1.322750E-06,30823.97275,30823.97275,15.1995,20,9.27026E-05,9.27026E-05,10213.19246,10213.19246,hyb+N599+N320+E212+E51+E212,DRE_DDEC
244,590.3886391,639.3705315,3.77746,18.15753,4.718220E-06,2.540770E-06,39932.19435,34243.0804,3.77746,18.15753,8.58027E-05,8.58027E-05,11340.52751,11340.52751,ith-d+N18+N221+E51+E212,DRE_DDEC
245,673.5213026,738.1564637,8.80795,20,6.559310E-06,2.565530E-06,37637.63845,32846.22762,8.80795,20,1.11408E-04,1.11408E-04,10866.37167,10866.37167,ith-d+N320+N14+E44+E199,DRE_DDEC
246,633.9153052,738.6889226,13.48219,20,1.777830E-05,1.177550E-06,35852.54629,34257.8758,13.48219,20,1.24279E-04,1.24279E-04,10747.86862,10747.86862,jxj+N320+N14+E44,DRE_DDEC
247,464.2041438,725.921888,11.45808,20,8.868400E-06,1.273750E-06,30227.09335,30227.09335,11.45808,20,1.39485E-04,1.39485E-04,8653.90033,8653.90033,kdd+N320+N272+E51+E51,DRE_DDEC
